2023-12-19 23:10:14.909257|[0;34m[INFO: OSF       ] [0mInit OSF...
2023-12-19 23:10:14.912360|[0;34m[INFO: OSF-CH    ] [0mChannel hopping init...
2023-12-19 23:10:14.914041|[0;34m[INFO: OSF-CH    ] [0m- SCAN  1 [80,]
2023-12-19 23:10:14.919085|[0;34m[INFO: OSF-CH    ] [0m- OSF   1 [80,]
2023-12-19 23:10:14.923834|[0;34m[INFO: OSF       ] [0mOSF Config... (INFO)
2023-12-19 23:10:14.928223|[0;34m[INFO: OSF       ] [0m- OSF_TS                       - 1
2023-12-19 23:10:14.933624|[0;34m[INFO: OSF       ] [0m- OSF_NTX                      - 6
2023-12-19 23:10:14.938635|[0;34m[INFO: OSF       ] [0m- OSF_MAX_MAX_SLOTS            - 6
2023-12-19 23:10:14.946245|[0;34m[INFO: OSF       ] [0m- OSF_MAX_NODES                - 8
2023-12-19 23:10:14.950386|[0;34m[INFO: OSF       ] [0m- OSF_TXPOWER                  - -20dBm
2023-12-19 23:10:14.955892|[0;34m[INFO: OSF       ] [0m- OSF_PROTOCOL:                - OSF_PROTO_BCAST
2023-12-19 23:10:14.962662|[0;34m[INFO: OSF       ] [0m- OSF_PROTO_EXTENSION:         - NONE
2023-12-19 23:10:14.969280|[0;34m[INFO: OSF       ] [0m- OSF_DRIVER_EXTENSION:        - NONE
2023-12-19 23:10:14.974517|[0;34m[INFO: OSF       ] [0mOSF Config... (DEBUG)
2023-12-19 23:10:14.979036|[0;34m[INFO: OSF       ] [0m- OSF_PKT_PHY_LEN              - 2 bytes
2023-12-19 23:10:14.985454|[0;34m[INFO: OSF       ] [0m- OSF_PKT_HDR_LEN              - 3 bytes
2023-12-19 23:10:14.991641|[0;34m[INFO: OSF       ] [0m- OSF_DATA_LEN_MAX             - 248 bytes
2023-12-19 23:10:14.999040|[0;34m[INFO: OSF       ] [0m- OSF_BITMASK_LEN              - 1 bytes
2023-12-19 23:10:15.004587|[0;34m[INFO: OSF       ] [0mOSF PHY Timings... (DEBUG)
2023-12-19 23:10:15.009197|[0;34m[INFO: OSF       ] [0m- RADIO_RAMPUP_TIME            - 647 (40us)
2023-12-19 23:10:15.015028|[0;34m[INFO: OSF       ] [0m- OSF_TIFS_TICKS               - 32000 ticks | 2000 us
2023-12-19 23:10:15.023605|[0;34m[INFO: OSF       ] [0m- OSF_PRE_EPOCH_GUARD          - 320000 (20000us)
2023-12-19 23:10:15.030886|[0;34m[INFO: OSF       ] [0m- OSF_ROUND_GUARD              - 8000 (500us)
2023-12-19 23:10:15.038887|[0;34m[INFO: OSF       ] [0m- OSF_RX_GUARD                 - 800 (50us)
2023-12-19 23:10:15.042219|[0;34m[INFO: OSF       ] [0m- OSF_REF_SHIFT                - 1333 ticks | 83 us
2023-12-19 23:10:15.049823|[0;37m[DBG : NODEID    ] [0mInit ID through deployment: 103
2023-12-19 23:10:15.056097|[INFO: Main      ] Starting Contiki-NG-cca22adc6-dirty
2023-12-19 23:10:15.061212|[INFO: Main      ] - Routing: nullrouting
2023-12-19 23:10:15.064248|[INFO: Main      ] - Net: nullnet
2023-12-19 23:10:15.067338|[INFO: Main      ] - MAC: OSF
2023-12-19 23:10:15.069010|[INFO: Main      ] - 802.15.4 PANID: 0xabcd
2023-12-19 23:10:15.072909|[INFO: Main      ] - 802.15.4 Default channel: 26
2023-12-19 23:10:15.077894|[INFO: Main      ] Node ID: 103
2023-12-19 23:10:15.079644|[INFO: Main      ] Link-layer address: f4ce.3638.96a1.5efb
2023-12-19 23:10:15.085386|[0;34m[INFO: App       ] [0mStarting...
2023-12-19 23:10:15.090289|[0;34m[INFO: App       ] [0mInit TESTBED application...
2023-12-19 23:10:15.094753|[0;34m[INFO: TESTBED   ] [0mStarting NULLTB Testbed...
2023-12-19 23:10:15.098914|[0;34m[INFO: TESTBED   ] [0m- Configuring e2...
2023-12-19 23:10:15.103498|[0;34m[INFO: TESTBED   ] [0m- Get traffic pattern...
2023-12-19 23:10:15.108367|[0;33m[WARN: TESTBED   ] [0m > Using preset SRCs (x1)
2023-12-19 23:10:15.113646|[0;33m[WARN: TESTBED   ] [0m > Using preset DSTs (x1)
2023-12-19 23:10:15.119109|[0;33m[WARN: TESTBED   ] [0m > No traffic_pattern! Setting using # of SRC/DST
2023-12-19 23:10:15.125541|[0;34m[INFO: TESTBED   ] [0m > traffic pattern is P2P (s:1 d:1 br:0)
2023-12-19 23:10:15.130645|[0;33m[WARN: TESTBED   ] [0m > Using preset FWDs (x1)
2023-12-19 23:10:15.135647|[0;34m[INFO: TESTBED   ] [0m- Init I2C...
2023-12-19 23:10:15.140653|[0;34m[INFO: TESTBED   ] [0m- Node type will be... F
2023-12-19 23:10:15.144157|[0;34m[INFO: TESTBED   ] [0m- Printing testbed config...
2023-12-19 23:10:15.150469|[0;34m[INFO: TESTBED   ] [0m > PATTERN 0:
2023-12-19 23:10:15.153759|[0;34m[INFO: TESTBED   ] [0m  * My Node ID: 103
2023-12-19 23:10:15.158558|[0;34m[INFO: TESTBED   ] [0m  * Traffic pattern: P2P (1)
2023-12-19 23:10:15.162251|[0;34m[INFO: TESTBED   ] [0m  * Sources:
2023-12-19 23:10:15.166483|[0;34m[INFO: TESTBED   ] [0m     0: 100
2023-12-19 23:10:15.170321|[0;34m[INFO: TESTBED   ] [0m  * Destinations:
2023-12-19 23:10:15.174003|[0;34m[INFO: TESTBED   ] [0m     0: 105
2023-12-19 23:10:15.178847|[0;34m[INFO: TESTBED   ] [0m  * Aperiodic Upper: 0
2023-12-19 23:10:15.183023|[0;34m[INFO: TESTBED   ] [0m  * Aperiodic Lower: 0
2023-12-19 23:10:15.186703|[0;34m[INFO: TESTBED   ] [0m  * Delta: 0
2023-12-19 23:10:15.191374|[0;34m[INFO: TESTBED   ] [0m  * Message Length: 248
2023-12-19 23:10:15.194585|[0;34m[INFO: TESTBED   ] [0m  * Message OffsetH: 0
2023-12-19 23:10:15.200542|[0;34m[INFO: TESTBED   ] [0m  * Message OffsetL: 0
2023-12-19 23:10:15.205584|[0;34m[INFO: TESTBED   ] [0mNULLTB initialized - pattern id 0: pattern: P2P msg_len:248 node_type:F s:1 d:1 br:0 f:1
2023-12-19 23:10:15.215493|[0;34m[INFO: OSF       ] [0mRegister a receive callback...
2023-12-19 23:10:15.220266|[0;34m[INFO: OSF       ] [0m- OSF Timesync AUTO (P2P) set to node 100 ... I am NOT TS! (TS is 100)
2023-12-19 23:10:15.230245|[0;34m[INFO: OSF-PROTO ] [0m--- OSF_ROUND_S --- 
2023-12-19 23:10:15.233942|[0;34m[INFO: OSF-PROTO ] [0m- PHY              - 1M
2023-12-19 23:10:15.240014|[0;34m[INFO: OSF-PROTO ] [0m- STATLEN          - TRUE
2023-12-19 23:10:15.243266|[0;34m[INFO: OSF-PROTO ] [0m- HEADER_AIR_TIME  -      512 ticks |     32 us
2023-12-19 23:10:15.249461|[0;34m[INFO: OSF-PROTO ] [0m- POST_ADDR_TIME   -        0 ticks |      0 us
2023-12-19 23:10:15.257184|[0;34m[INFO: OSF-PROTO ] [0m- PAYLOAD_AIR_TIME -    32640 ticks |   2040 us | 255 B 
2023-12-19 23:10:15.265248|[0;34m[INFO: OSF-PROTO ] [0m- FOOTER_AIR_TIME  -      256 ticks |     16 us
2023-12-19 23:10:15.269821|[0;34m[INFO: OSF-PROTO ] [0m- PACKET_AIR_TIME  -    33408 ticks |   2088 us 
2023-12-19 23:10:15.277706|[0;34m[INFO: OSF-PROTO ] [0m- TXRX_ADDR_OFFSET -      174 ticks |     11 us
2023-12-19 23:10:15.285914|[0;34m[INFO: OSF-PROTO ] [0m- TXRX_END_OFFSET  -      158 ticks |     10 us
2023-12-19 23:10:15.293106|[0;34m[INFO: OSF-PROTO ] [0m- SLOT_DURATION    -    65408 ticks |   4088 us
2023-12-19 23:10:15.298341|[0;34m[INFO: OSF-PROTO ] [0m- ROUND_DURATION   -   360448 ticks |  22528 us
2023-12-19 23:10:15.304985|[0;34m[INFO: OSF-BCAST ] [0m=== OSF_PROTO_BCAST ===
2023-12-19 23:10:15.310079|[0;34m[INFO: OSF-BCAST ] [0m- PROTO LEN      - 1 rounds
2023-12-19 23:10:15.315101|[0;34m[INFO: OSF-BCAST ] [0m- PROTO DURATION - 360448 ticks | 22528 us
2023-12-19 23:10:15.325108|[0;34m[INFO: OSF       ] [0m- NVIC_GetPriority(RADIO_IRQn)  - 0 
2023-12-19 23:10:15.329567|[0;34m[INFO: OSF       ] [0m- NVIC_GetPriority(TIMERX_IRQn) - 1 
2023-12-19 23:10:15.336205|[0;34m[INFO: OSF       ] [0m- NVIC_GetPriority(USBD_IRQn)   - 0 
2023-12-19 23:10:15.343331|[0;34m[INFO: OSF       ] [0m- NVIC_GetPriority(TIMER0_IRQn) - 2 
2023-12-19 23:10:15.347882|[0;34m[INFO: OSF       ] [0m- NVIC_GetPriority(RTC0_IRQn)   - 5 
2023-12-19 23:10:16.381875|RTTTTT
2023-12-19 23:10:17.381513|RTTTTT
2023-12-19 23:10:18.381057|RTTTTT
2023-12-19 23:10:19.381349|RTTTTT
2023-12-19 23:10:20.381604|RTTTTT
2023-12-19 23:10:21.381379|RTTTTT
2023-12-19 23:10:22.381092|RTTTTT
2023-12-19 23:10:23.379867|RTTTTT
2023-12-19 23:10:24.380438|RTTTTT
2023-12-19 23:10:25.380843|RTTTTT
2023-12-19 23:10:26.380349|RTTTTT
2023-12-19 23:10:27.380724|RTTTTT
2023-12-19 23:10:28.380320|RTTTTT
2023-12-19 23:10:29.380320|RTTTTT
2023-12-19 23:10:30.380805|RTTTTT
2023-12-19 23:10:31.380194|RTTTTT
2023-12-19 23:10:32.380507|RTTTTT
2023-12-19 23:10:33.380472|RTTTTT
2023-12-19 23:10:34.380639|RTTTTT
2023-12-19 23:10:35.380200|RTTTTT
2023-12-19 23:10:36.380444|RTTTTT
2023-12-19 23:10:37.381022|RTTTTT
2023-12-19 23:10:38.381243|RTTTTT
2023-12-19 23:10:39.380802|RTTTTT
2023-12-19 23:10:40.380885|RTTTTT
2023-12-19 23:10:41.380283|RTTTTT
2023-12-19 23:10:42.380507|RTTTTT
2023-12-19 23:10:43.381003|RTTTTT
2023-12-19 23:10:44.380781|RTTTTT
2023-12-19 23:10:45.380531|RTTTTT
2023-12-19 23:10:46.380742|RTTTTT
2023-12-19 23:10:47.380715|RTTTTT
2023-12-19 23:10:48.380633|RTTTTT
2023-12-19 23:10:49.380383|RTTTTT
2023-12-19 23:10:50.380952|RTTTTT
2023-12-19 23:10:51.380992|RTTTTT
2023-12-19 23:10:52.380497|RTTTTT
2023-12-19 23:10:53.381247|RTTTTT
2023-12-19 23:10:54.380754|RTTTTT
2023-12-19 23:10:55.380816|RTTTTT
2023-12-19 23:10:56.380786|RTTTTT
2023-12-19 23:10:57.381155|RTTTTT
2023-12-19 23:10:58.381329|RTTTTT
2023-12-19 23:10:59.380529|RTTTTT
2023-12-19 23:11:00.381069|RTTTTT
2023-12-19 23:11:01.381096|RTTTTT
2023-12-19 23:11:02.380587|RTTTTT
2023-12-19 23:11:03.380577|RTTTTT
2023-12-19 23:11:04.380834|RTTTTT
2023-12-19 23:11:05.380759|RTTTTT
2023-12-19 23:11:06.381020|RTTTTT
2023-12-19 23:11:07.381298|RTTTTT
2023-12-19 23:11:08.380425|RTTTTT
2023-12-19 23:11:09.380810|RTTTTT
2023-12-19 23:11:10.381251|RTTTTT
2023-12-19 23:11:11.380984|RTTTTT
2023-12-19 23:11:12.380535|RTTTTT
2023-12-19 23:11:13.381116|RTTTTT
2023-12-19 23:11:14.381146|RTTTTT
2023-12-19 23:11:15.380588|RTTTTT
2023-12-19 23:11:16.380699|RTTTTT
2023-12-19 23:11:17.380528|RTTTTT
2023-12-19 23:11:18.380509|RTTTTT
2023-12-19 23:11:19.380564|RTTTTT
2023-12-19 23:11:20.381096|RTTTTT
2023-12-19 23:11:21.381306|RTTTTT
2023-12-19 23:11:22.381012|RTTTTT
2023-12-19 23:11:23.381252|RTTTTT
2023-12-19 23:11:24.381103|RTTTTT
2023-12-19 23:11:25.381256|RTTTTT
2023-12-19 23:11:26.380711|RTTTTT
2023-12-19 23:11:27.380584|RTTTTT
2023-12-19 23:11:28.381170|RTTTTT
2023-12-19 23:11:29.380540|RTTTTT
2023-12-19 23:11:30.381101|RTTTTT
2023-12-19 23:11:31.380570|RTTTTT
2023-12-19 23:11:32.381051|RTTTTT
2023-12-19 23:11:33.381007|RTTTTT
2023-12-19 23:11:34.382304|RTTTTT
2023-12-19 23:11:35.381504|RTTTTT
2023-12-19 23:11:36.381864|RTTTTT
2023-12-19 23:11:37.381725|RTTTTT
2023-12-19 23:11:38.382244|RTTTTT
2023-12-19 23:11:39.381382|RTTTTT
2023-12-19 23:11:40.382005|RTTTTT
2023-12-19 23:11:41.381732|RTTTTT
2023-12-19 23:11:42.382290|RTTTTT
2023-12-19 23:11:43.382482|CRTTTT
2023-12-19 23:11:44.381431|RTTTTT
2023-12-19 23:11:45.382157|RTTTTT
2023-12-19 23:11:46.382213|RTTTTT
2023-12-19 23:11:47.382417|RTTTTT
2023-12-19 23:11:48.382428|RTTTTT
2023-12-19 23:11:49.381766|RTTTTT
2023-12-19 23:11:50.382229|RTTTTT
2023-12-19 23:11:51.381479|RTTTTT
2023-12-19 23:11:52.381568|RTTTTT
2023-12-19 23:11:53.382248|RTTTTT
2023-12-19 23:11:54.382083|RTTTTT
2023-12-19 23:11:55.382886|RTTTTT
2023-12-19 23:11:56.382144|RTTTTT
2023-12-19 23:11:57.381880|RTTTTT
2023-12-19 23:11:58.381831|RTTTTT
2023-12-19 23:11:59.382324|RTTTTT
2023-12-19 23:12:00.381721|RTTTTT
2023-12-19 23:12:01.380705|RTTTTT
2023-12-19 23:12:02.381891|RTTTTT
2023-12-19 23:12:03.380883|RTTTTT
2023-12-19 23:12:04.380910|RTTTTT
2023-12-19 23:12:05.381151|RTTTTT
2023-12-19 23:12:06.382133|RTTTTT
2023-12-19 23:12:07.381654|RTTTTT
2023-12-19 23:12:08.382554|RTTTTT
2023-12-19 23:12:09.381699|RTTTTT
2023-12-19 23:12:10.381545|RTTTTT
2023-12-19 23:12:11.381178|RTTTTT
2023-12-19 23:12:12.381855|RTTTTT
2023-12-19 23:12:13.381219|RTTTTT
2023-12-19 23:12:14.381735|RTTTTT
2023-12-19 23:12:15.381894|RTTTTT
2023-12-19 23:12:16.381147|RTTTTT
2023-12-19 23:12:17.381718|RTTTTT
2023-12-19 23:12:18.380828|RTTTTT
2023-12-19 23:12:19.380344|RTTTTT
2023-12-19 23:12:20.380363|RTTTTT
2023-12-19 23:12:21.380490|RTTTTT
2023-12-19 23:12:22.380787|RTTTTT
2023-12-19 23:12:23.380556|RTTTTT
2023-12-19 23:12:24.380468|RTTTTT
2023-12-19 23:12:25.380429|RTTTTT
2023-12-19 23:12:26.380443|RTTTTT
2023-12-19 23:12:27.380546|RTTTTT
2023-12-19 23:12:28.380943|RTTTTT
2023-12-19 23:12:29.380568|RTTTTT
2023-12-19 23:12:30.380925|RTTTTT
2023-12-19 23:12:31.380471|RTTTTT
2023-12-19 23:12:32.380943|RTTTTT
2023-12-19 23:12:33.380630|RTTTTT
2023-12-19 23:12:34.380565|RTTTTT
2023-12-19 23:12:35.381254|RTTTTT
2023-12-19 23:12:36.380924|RTTTTT
2023-12-19 23:12:37.380438|RTTTTT
2023-12-19 23:12:38.380545|RTTTTT
2023-12-19 23:12:39.380519|RTTTTT
2023-12-19 23:12:40.380320|RTTTTT
2023-12-19 23:12:41.381519|RTTTTT
2023-12-19 23:12:42.381328|RTTTTT
2023-12-19 23:12:43.381017|RTTTTT
2023-12-19 23:12:44.381834|RTTTTT
2023-12-19 23:12:45.380644|RTTTTT
2023-12-19 23:12:46.381168|RTTTTT
2023-12-19 23:12:47.380847|RTTTTT
2023-12-19 23:12:48.381360|RTTTTT
2023-12-19 23:12:49.381232|RTTTTT
2023-12-19 23:12:50.381262|RTTTTT
2023-12-19 23:12:51.381619|RTTTTT
2023-12-19 23:12:52.382206|RTTTTT
2023-12-19 23:12:53.381350|RTTTTT
2023-12-19 23:12:54.381778|RTTTTT
2023-12-19 23:12:55.381423|RTTTTT
2023-12-19 23:12:56.381123|RTTTTT
2023-12-19 23:12:57.381189|RTTTTT
2023-12-19 23:12:58.381149|RTTTTT
2023-12-19 23:12:59.380956|RTTTTT
2023-12-19 23:13:00.380389|RTTTTT
2023-12-19 23:13:01.381174|RTTTTT
2023-12-19 23:13:02.380690|RTTTTT
2023-12-19 23:13:03.380755|RTTTTT
2023-12-19 23:13:04.381319|RTTTTT
2023-12-19 23:13:05.381532|RTTTTT
2023-12-19 23:13:06.381999|RTTTTT
2023-12-19 23:13:07.381137|RTTTTT
2023-12-19 23:13:08.382037|RTTTTT
2023-12-19 23:13:09.381423|RTTTTT
2023-12-19 23:13:10.382961|RTTTTT
2023-12-19 23:13:11.381940|RTTTTT
2023-12-19 23:13:12.381968|RTTTTT
2023-12-19 23:13:13.381357|RTTTTT
2023-12-19 23:13:14.381393|RTTTTT
2023-12-19 23:13:15.382037|RTTTTT
2023-12-19 23:13:16.381533|CRTTTT
2023-12-19 23:13:17.382219|RTTTTT
2023-12-19 23:13:18.381346|RTTTTT
2023-12-19 23:13:19.381593|RTTTTT
2023-12-19 23:13:20.381520|RTTTTT
2023-12-19 23:13:21.382320|RTTTTT
2023-12-19 23:13:22.381380|RTTTTT
2023-12-19 23:13:23.381552|RTTTTT
2023-12-19 23:13:24.382011|RTTTTT
2023-12-19 23:13:25.382327|RTTTTT
2023-12-19 23:13:26.381481|RTTTTT
2023-12-19 23:13:27.382361|RTTTTT
2023-12-19 23:13:28.381702|RTTTTT
2023-12-19 23:13:29.382253|RTTTTT
2023-12-19 23:13:30.382100|RTTTTT
2023-12-19 23:13:31.381784|RTTTTT
2023-12-19 23:13:32.382425|RTTTTT
2023-12-19 23:13:33.382032|RTTTTT
2023-12-19 23:13:34.382317|RTTTTT
2023-12-19 23:13:35.382212|RTTTTT
2023-12-19 23:13:36.382086|RTTTTT
2023-12-19 23:13:37.382478|RTTTTT
2023-12-19 23:13:38.382128|RTTTTT
2023-12-19 23:13:39.382069|RTTTTT
2023-12-19 23:13:40.382408|RTTTTT
2023-12-19 23:13:41.381766|RTTTTT
2023-12-19 23:13:42.381833|RTTTTT
2023-12-19 23:13:43.381599|RTTTTT
2023-12-19 23:13:44.382149|RTTTTT
2023-12-19 23:13:45.380914|RTTTTT
2023-12-19 23:13:46.382697|RTTTTT
2023-12-19 23:13:47.382587|RTTTTT
2023-12-19 23:13:48.381754|RTTTTT
2023-12-19 23:13:49.382874|RTTTTT
2023-12-19 23:13:50.382237|RTTTTT
2023-12-19 23:13:51.382045|RTTTTT
2023-12-19 23:13:52.381949|RTTTTT
2023-12-19 23:13:53.382371|RTTTTT
2023-12-19 23:13:54.382085|RTTTTT
2023-12-19 23:13:55.381560|RTTTTT
2023-12-19 23:13:56.382180|RTTTTT
2023-12-19 23:13:57.381759|RTTTTT
2023-12-19 23:13:58.381536|RTTTTT
2023-12-19 23:13:59.381452|RTTTTT
2023-12-19 23:14:00.380320|RTTTTT
2023-12-19 23:14:01.381373|RTTTTT
2023-12-19 23:14:02.381367|RTTTTT
2023-12-19 23:14:03.381156|RTTTTT
